transaction_id,account_id,amount,currency,merchant,category,txn_ts,status,channel,city,country
tx_0000077,5638,13746.28,NPR,Ncell,telecom,2025-12-12 04:59:46,APPROVED,pos,Lalitpur,Nepal
tx_0000078,4675,17084.75,NPR,SastoDeal,ecommerce,2025-12-24 14:34:03,APPROVED,pos,Lalitpur,Nepal
tx_0000079,2363,10757.81,NPR,Ncell,telecom,2025-12-03 04:16:58,APPROVED,web,Biratnagar,Nepal
tx_0000080,2348,2016.63,NPR,BigMart,grocery,2025-11-26 10:49:22,DECLINED,pos,Pokhara,Nepal
tx_0000081,4732,-19844.3,NPR,BigMart,grocery,2025-11-18 15:08:35,APPROVED,pos,Lalitpur,Nepal
tx_0000082,2286,2111.62,NPR,BigMart,grocery,2025-12-11 12:34:47,APPROVED,pos,Lalitpur,Nepal
tx_0000083,2101,15628.62,NPR,InDrive,transport,2025-12-25 13:49:33,APPROVED,mobile,Kathmandu,Nepal
tx_0000084,4913,15494.36,NPR,Apple,shopping,2025-12-28 04:54:24,APPROVED,web,Kathmandu,Nepal
tx_0000085,5059,19096.0,NPR,Apple,shopping,2025-12-26 07:53:45,APPROVED,mobile,Lalitpur,Nepal
tx_0000086,2073,16871.33,NPR,BigMart,grocery,2025-12-07 10:11:32,APPROVED,mobile,Pokhara,Nepal
tx_0000087,1688,10198.25,NPR,Daraz,ecommerce,2025-12-08 07:45:35,APPROVED,pos,Lalitpur,Nepal
tx_0000088,1974,15425.85,NPR,Daraz,ecommerce,2025-11-23 17:09:08,APPROVED,web,Kathmandu,Nepal
tx_0000089,3025,17035.1,NPR,Pathao,transport,2025-12-03 23:49:50,APPROVED,pos,Lalitpur,Nepal
tx_0000090,5248,9648.07,NPR,Pathao,transport,2025-12-07 21:36:41,APPROVED,mobile,Pokhara,Nepal
tx_0000091,5745,15691.37,NPR,Samsung,shopping,2025-11-30 12:45:21,APPROVED,pos,Pokhara,Nepal
tx_0000092,1288,3326.13,NPR,Pathao,transport,2025-12-05 18:12:18,APPROVED,pos,Pokhara,Nepal
tx_0000093,1158,10745.23,NPR,Bhatbhateni,grocery,2025-12-14 15:02:54,APPROVED,pos,Lalitpur,Nepal
tx_0000094,2342,6339.15,NPR,InDrive,transport,2025-12-27 23:56:30,APPROVED,mobile,Lalitpur,Nepal
tx_0000095,3432,17487.71,NPR,Samsung,shopping,2025-12-19 04:50:54,APPROVED,pos,Pokhara,Nepal
tx_0000096,4245,12907.61,NPR,BigMart,grocery,2025-12-21 07:32:28,APPROVED,mobile,Lalitpur,Nepal
tx_0000097,5377,3308.61,NPR,Ncell,telecom,2025-11-24 15:40:36,APPROVED,mobile,Pokhara,Nepal
tx_0000098,3494,16503.4,NPR,Daraz,ecommerce,2025-11-24 22:15:59,APPROVED,mobile,Kathmandu,Nepal
tx_0000099,1687,11534.61,NPR,InDrive,transport,2025-11-29 17:18:55,APPROVED,web,Biratnagar,Nepal
tx_0000100,5170,11692.24,NPR,InDrive,transport,2025-12-06 03:43:04,APPROVED,web,Pokhara,Nepal
tx_0000101,1382,13264.34,NPR,Samsung,shopping,2025-12-29 08:40:37,APPROVED,pos,Lalitpur,Nepal
tx_0000102,2214,19649.5,NPR,Daraz,ecommerce,2025-11-23 07:14:31,APPROVED,mobile,Lalitpur,Nepal
tx_0000103,1892,8976.75,NPR,Pathao,transport,2025-11-23 07:05:06,DECLINED,mobile,Kathmandu,Nepal
tx_0000104,5475,10661.95,NPR,BigMart,grocery,2025-12-22 23:26:00,APPROVED,web,Lalitpur,Nepal
tx_0000105,3857,11899.7,NPR,Ncell,telecom,2025-12-21 14:32:56,APPROVED,mobile,Pokhara,Nepal
tx_0000106,4816,0,NPR,Ncell,telecom,2025-12-23 14:09:47,APPROVED,pos,Pokhara,Nepal
tx_0000107,1631,10301.56,NPR,Samsung,shopping,2025-12-14 08:50:21,APPROVED,pos,Kathmandu,Nepal
tx_0000108,3616,11356.17,NPR,NTC,telecom,2025-11-22 02:32:49,APPROVED,mobile,Biratnagar,Nepal
tx_0000109,3785,2635.14,NPR,InDrive,transport,2025-12-07 03:07:40,APPROVED,web,Lalitpur,Nepal
tx_0000110,5343,8396.55,NPR,InDrive,transport,2025-12-22 20:01:59,APPROVED,mobile,Biratnagar,Nepal
tx_0000111,5632,16626.77,NPR,InDrive,transport,2025-12-24 20:20:55,APPROVED,pos,Pokhara,Nepal
tx_0000112,3133,5535.25,NPR,Ncell,telecom,2025-11-20 16:52:09,APPROVED,mobile,Biratnagar,Nepal
tx_0000113,5412,14970.04,NPR,Samsung,shopping,2025-11-28 00:10:34,APPROVED,web,Pokhara,Nepal
tx_0000114,4927,6377.39,NPR,Ncell,telecom,2025-12-27 20:09:39,DECLINED,mobile,Lalitpur,Nepal
tx_0000115,1784,388.61,NPR,InDrive,transport,2025-11-26 05:07:38,APPROVED,pos,Pokhara,Nepal
tx_0000116,4330,15429.62,NPR,Ncell,telecom,2025-12-07 13:44:12,APPROVED,web,Pokhara,Nepal
tx_0000117,2506,12523.58,NPR,Bhatbhateni,grocery,2025-11-21 20:08:30,APPROVED,pos,Pokhara,Nepal
tx_0000118,2381,14950.04,NPR,Pathao,transport,2025-12-26 09:46:54,APPROVED,pos,Biratnagar,Nepal
tx_0000119,2218,3447.01,NPR,BigMart,grocery,2025-11-16 19:57:06,APPROVED,web,Lalitpur,Nepal
tx_0000120,5501,9148.68,NPR,NTC,telecom,2025-12-03 05:16:13,APPROVED,pos,Lalitpur,Nepal
tx_0000121,5661,0,NPR,BigMart,grocery,2025-12-11 13:29:06,APPROVED,mobile,Lalitpur,Nepal
tx_0000122,2182,13352.72,NPR,NTC,telecom,2025-11-28 05:59:07,APPROVED,pos,Lalitpur,Nepal
tx_0000123,1086,11667.3,NPR,Bhatbhateni,grocery,2025-11-18 12:21:00,DECLINED,mobile,Kathmandu,Nepal
tx_0000124,3833,980.06,NPR,Bhatbhateni,grocery,2025-11-17 13:15:12,APPROVED,mobile,Biratnagar,Nepal
tx_0000125,2874,7004.89,NPR,Samsung,shopping,2025-12-20 13:27:13,APPROVED,mobile,Kathmandu,Nepal
tx_0000126,4829,16147.28,NPR,Bhatbhateni,grocery,2025-11-16 00:59:15,APPROVED,web,Biratnagar,Nepal
tx_0000127,5661,9497.55,NPR,Pathao,transport,2025-12-16 17:22:24,DECLINED,web,Pokhara,Nepal
tx_0000128,5767,8243.21,NPR,BigMart,grocery,2025-11-29 07:59:48,APPROVED,pos,Kathmandu,Nepal
tx_0000129,3739,5100.92,NPR,Ncell,telecom,2025-12-26 17:38:45,APPROVED,pos,Lalitpur,Nepal
tx_0000130,4115,6640.69,NPR,Bhatbhateni,grocery,2025-12-17 21:58:10,APPROVED,pos,Kathmandu,Nepal
tx_0000131,3807,0,NPR,Samsung,shopping,2025-11-29 07:58:26,APPROVED,mobile,Kathmandu,Nepal
tx_0000132,1324,9573.87,NPR,BigMart,grocery,2025-11-27 17:53:05,APPROVED,pos,Biratnagar,Nepal
tx_0000133,2966,4931.35,NPR,Daraz,ecommerce,2025-12-19 14:16:53,APPROVED,pos,Kathmandu,Nepal
tx_0000134,3472,18470.89,NPR,Bhatbhateni,grocery,2025-11-16 15:10:22,APPROVED,web,Kathmandu,Nepal
tx_0000135,1375,3354.71,NPR,InDrive,transport,2025-11-23 05:20:17,APPROVED,web,Kathmandu,Nepal
tx_0000136,4102,2067.68,NPR,Ncell,telecom,2025-12-05 14:14:12,APPROVED,pos,Biratnagar,Nepal
tx_0000137,1740,5930.46,NPR,Samsung,shopping,2025-12-28 18:51:10,APPROVED,pos,Kathmandu,Nepal
tx_0000138,3813,5331.99,NPR,Bhatbhateni,grocery,2025-12-14 02:51:11,APPROVED,pos,Lalitpur,Nepal
tx_0000139,2742,1617.44,NPR,Ncell,telecom,2025-11-30 22:08:27,APPROVED,mobile,Kathmandu,Nepal
tx_0000140,2655,19597.7,NPR,InDrive,transport,2025-12-27 20:32:36,APPROVED,pos,Lalitpur,Nepal
tx_0000141,4307,16622.85,NPR,Bhatbhateni,grocery,2025-12-07 08:37:02,APPROVED,pos,Lalitpur,Nepal
tx_0000142,2361,2843.43,NPR,Samsung,shopping,2025-12-26 13:27:43,APPROVED,mobile,Pokhara,Nepal
tx_0000143,4972,17182.01,NPR,Daraz,ecommerce,2025-12-25 03:53:25,APPROVED,mobile,Biratnagar,Nepal
tx_0000144,1970,11886.59,NPR,BigMart,grocery,2025-11-20 08:05:40,APPROVED,web,Pokhara,Nepal
tx_0000145,4661,2096.12,NPR,Bhatbhateni,grocery,2025-12-12 14:07:02,APPROVED,pos,Biratnagar,Nepal
tx_0000146,1363,4871.4,NPR,Daraz,ecommerce,2025-11-16 10:11:22,APPROVED,mobile,Pokhara,Nepal
tx_0000147,5816,17785.33,NPR,InDrive,transport,2025-11-20 07:37:06,APPROVED,pos,Kathmandu,Nepal
tx_0000148,2076,3166.35,NPR,Samsung,shopping,2025-11-28 22:02:50,APPROVED,mobile,Lalitpur,Nepal
tx_0000149,5385,15669.3,NPR,Pathao,transport,2025-11-18 05:15:09,APPROVED,web,Lalitpur,Nepal
tx_0000150,3959,4114.18,NPR,Bhatbhateni,grocery,2025-11-17 12:06:37,APPROVED,pos,Kathmandu,Nepal
tx_0000151,5683,5852.36,NPR,BigMart,grocery,2025-11-21 22:18:17,APPROVED,pos,Biratnagar,Nepal
tx_0000152,4538,817.49,NPR,NTC,telecom,2025-11-24 05:40:16,APPROVED,web,Lalitpur,Nepal
tx_0000153,2429,10634.51,NPR,Daraz,ecommerce,2025-12-04 16:09:39,APPROVED,web,Biratnagar,Nepal
tx_0000154,4478,19360.71,NPR,Pathao,transport,2025-12-11 08:43:26,APPROVED,mobile,Biratnagar,Nepal
tx_0000155,5319,7882.67,NPR,BigMart,grocery,2025-11-30 16:53:57,APPROVED,web,Lalitpur,Nepal
tx_0000156,3594,6973.47,NPR,SastoDeal,ecommerce,2025-11-16 04:33:11,APPROVED,web,Lalitpur,Nepal
tx_0000157,3141,15605.05,NPR,Daraz,ecommerce,2025-11-28 15:36:26,APPROVED,mobile,Lalitpur,Nepal
tx_0000158,1895,12651.7,NPR,NTC,telecom,2025-12-01 13:49:10,APPROVED,web,Pokhara,Nepal
tx_0000159,1964,19676.72,NPR,Pathao,transport,2025-11-16 08:56:39,DECLINED,pos,Lalitpur,Nepal
tx_0000160,3777,13114.3,NPR,BigMart,grocery,2025-12-08 15:45:54,APPROVED,mobile,Pokhara,Nepal
tx_0000161,5672,14243.34,NPR,Daraz,ecommerce,2025-12-11 14:41:32,APPROVED,mobile,Biratnagar,Nepal
tx_0000162,3570,17564.96,NPR,Pathao,transport,2025-11-30 07:08:08,APPROVED,web,Biratnagar,Nepal
tx_0000163,4679,18570.2,NPR,NTC,telecom,2025-12-18 13:43:24,APPROVED,mobile,Lalitpur,Nepal
tx_0000164,4829,13496.73,NPR,Daraz,ecommerce,2025-11-22 22:37:07,APPROVED,mobile,Biratnagar,Nepal
tx_0000165,1962,8260.31,NPR,InDrive,transport,2025-11-16 03:59:58,DECLINED,mobile,Biratnagar,Nepal
tx_0000166,3569,2174.2,NPR,BigMart,grocery,2025-12-26 15:53:56,APPROVED,mobile,Lalitpur,Nepal
tx_0000167,3980,10286.39,NPR,Pathao,transport,2025-11-25 17:57:10,APPROVED,pos,Biratnagar,Nepal
tx_0000168,3629,15362.28,NPR,BigMart,grocery,2025-11-18 08:01:23,APPROVED,pos,Biratnagar,Nepal
tx_0000169,5994,397.72,NPR,Pathao,transport,2025-12-27 20:19:48,APPROVED,web,Lalitpur,Nepal
tx_0000170,2589,7378.52,NPR,NTC,telecom,2025-12-28 12:37:39,APPROVED,web,Lalitpur,Nepal
tx_0000171,1241,396.23,NPR,InDrive,transport,2025-12-13 23:53:56,APPROVED,pos,Pokhara,Nepal
tx_0000172,4361,9303.61,NPR,Bhatbhateni,grocery,2025-12-15 09:32:04,APPROVED,pos,Pokhara,Nepal
tx_0000173,4464,15533.43,NPR,Bhatbhateni,grocery,2025-12-28 08:35:33,APPROVED,web,Pokhara,Nepal
tx_0000174,2771,0,NPR,Samsung,shopping,2025-12-14 08:44:28,APPROVED,mobile,Pokhara,Nepal
tx_0000175,4709,18980.81,NPR,Pathao,transport,2025-11-16 04:22:49,APPROVED,web,Lalitpur,Nepal
tx_0000176,4172,7334.5,NPR,Apple,shopping,2025-12-27 10:49:11,APPROVED,web,Kathmandu,Nepal
tx_0000177,1692,17656.27,NPR,Samsung,shopping,2025-12-23 01:27:17,APPROVED,mobile,Pokhara,Nepal
tx_0000178,2560,13174.04,NPR,SastoDeal,ecommerce,2025-12-02 02:20:32,APPROVED,mobile,Pokhara,Nepal
tx_0000179,3385,14166.96,NPR,Pathao,transport,2025-12-19 11:59:01,APPROVED,web,Pokhara,Nepal
tx_0000180,5216,16249.35,NPR,Samsung,shopping,2025-11-24 00:36:49,APPROVED,web,Lalitpur,Nepal
tx_0000181,3150,11574.61,NPR,Pathao,transport,2025-12-29 14:50:08,APPROVED,web,Biratnagar,Nepal
tx_0000182,1763,1158.07,NPR,Pathao,transport,2025-12-06 20:27:18,APPROVED,mobile,Lalitpur,Nepal
tx_0000183,4086,13192.97,NPR,BigMart,grocery,2025-11-23 00:27:18,APPROVED,mobile,Lalitpur,Nepal
tx_0000184,5729,15364.57,NPR,Pathao,transport,2025-12-03 10:41:13,DECLINED,web,Kathmandu,Nepal
tx_0000185,3073,2148.42,NPR,Bhatbhateni,grocery,2025-11-23 05:52:07,APPROVED,web,Biratnagar,Nepal
tx_0000186,5386,15077.96,NPR,Daraz,ecommerce,2025-12-20 21:50:30,APPROVED,web,Kathmandu,Nepal
tx_0000187,3070,4865.14,NPR,Daraz,ecommerce,2025-12-29 21:43:51,APPROVED,web,Pokhara,Nepal
tx_0000188,4763,9526.05,NPR,Pathao,transport,2025-11-28 03:50:26,APPROVED,web,Kathmandu,Nepal
tx_0000189,3122,2336.82,NPR,Samsung,shopping,2025-12-03 01:22:50,APPROVED,pos,Biratnagar,Nepal
tx_0000190,5405,5852.34,NPR,InDrive,transport,2025-11-18 21:01:08,APPROVED,mobile,Kathmandu,Nepal
tx_0000191,4331,626.94,NPR,Ncell,telecom,2025-12-25 06:03:36,APPROVED,web,Biratnagar,Nepal
tx_0000192,4007,12377.89,NPR,BigMart,grocery,2025-12-03 03:47:37,DECLINED,pos,Pokhara,Nepal
tx_0000193,2576,19726.34,NPR,Daraz,ecommerce,2025-12-11 21:31:09,APPROVED,web,Pokhara,Nepal
tx_0000194,3814,13730.29,NPR,Samsung,shopping,2025-12-29 05:28:48,APPROVED,web,Kathmandu,Nepal
tx_0000195,5922,389.11,NPR,Bhatbhateni,grocery,2025-11-18 07:37:31,APPROVED,pos,Kathmandu,Nepal
tx_0000196,5143,11762.95,NPR,InDrive,transport,2025-11-18 10:00:59,APPROVED,pos,Kathmandu,Nepal
tx_0000197,1997,5539.56,NPR,Pathao,transport,2025-11-16 23:55:09,APPROVED,mobile,Pokhara,Nepal
tx_0000198,5840,3013.05,NPR,Ncell,telecom,2025-11-23 23:01:11,DECLINED,web,Lalitpur,Nepal
tx_0000199,5642,2125.75,NPR,Ncell,telecom,2025-11-20 10:43:35,APPROVED,web,Kathmandu,Nepal
tx_0000200,2056,17392.0,NPR,Ncell,telecom,2025-12-16 03:07:37,APPROVED,mobile,Pokhara,Nepal
tx_0000201,4137,15904.58,NPR,Bhatbhateni,grocery,2025-12-01 11:05:57,APPROVED,pos,Biratnagar,Nepal
tx_0000202,3955,4383.12,NPR,Apple,shopping,2025-12-01 05:11:06,DECLINED,web,Kathmandu,Nepal
tx_0000203,4724,17560.95,NPR,InDrive,transport,2025-12-09 07:03:17,APPROVED,pos,Lalitpur,Nepal
tx_0000204,4692,13899.22,NPR,NTC,telecom,2025-12-21 13:23:10,APPROVED,pos,Kathmandu,Nepal
tx_0000205,2588,-11784.67,NPR,Daraz,ecommerce,2025-11-18 16:53:58,APPROVED,mobile,Biratnagar,Nepal
tx_0000206,2696,9728.66,NPR,NTC,telecom,2025-12-23 18:49:50,APPROVED,mobile,Biratnagar,Nepal
tx_0000207,3230,40.89,NPR,Samsung,shopping,2025-12-04 15:50:31,APPROVED,pos,Kathmandu,Nepal
tx_0000208,3690,6460.22,NPR,Pathao,transport,2025-12-18 22:26:03,APPROVED,web,Pokhara,Nepal
tx_0000209,2120,13284.4,NPR,Daraz,ecommerce,2025-11-23 01:10:07,APPROVED,mobile,Lalitpur,Nepal
tx_0000210,2582,15255.0,NPR,InDrive,transport,2025-11-18 15:22:13,APPROVED,pos,Pokhara,Nepal
tx_0000211,3577,6235.17,NPR,SastoDeal,ecommerce,2025-12-22 17:50:54,APPROVED,pos,Pokhara,Nepal
tx_0000212,1661,3278.26,NPR,Apple,shopping,2025-12-15 17:46:54,APPROVED,web,Kathmandu,Nepal
tx_0000213,1424,6108.76,NPR,NTC,telecom,2025-12-07 00:26:28,APPROVED,mobile,Biratnagar,Nepal
tx_0000214,1084,1899.08,NPR,Bhatbhateni,grocery,2025-12-17 17:35:23,APPROVED,mobile,Pokhara,Nepal
tx_0000215,4743,11316.35,NPR,Pathao,transport,2025-12-22 04:52:42,APPROVED,pos,Kathmandu,Nepal
tx_0000216,2455,10091.74,NPR,BigMart,grocery,2025-12-12 02:57:04,APPROVED,web,Pokhara,Nepal
tx_0000217,4441,14279.83,NPR,Samsung,shopping,2025-11-30 02:39:00,APPROVED,mobile,Pokhara,Nepal
tx_0000218,2044,11598.2,NPR,NTC,telecom,2025-12-13 22:02:02,APPROVED,pos,Pokhara,Nepal
tx_0000219,5253,19699.45,NPR,Ncell,telecom,2025-12-01 07:00:00,APPROVED,web,Lalitpur,Nepal
tx_0000220,4139,6315.44,NPR,Pathao,transport,2025-12-03 10:41:41,APPROVED,pos,Kathmandu,Nepal
tx_0000221,4655,17255.67,NPR,Bhatbhateni,grocery,2025-11-28 10:12:41,APPROVED,web,Kathmandu,Nepal
tx_0000222,1157,3494.78,NPR,Apple,shopping,2025-12-12 13:33:55,APPROVED,mobile,Pokhara,Nepal
tx_0000223,3009,-18751.82,NPR,InDrive,transport,2025-12-09 08:05:38,APPROVED,web,Biratnagar,Nepal
